method,representation,guard_type,positive_budget,seed,seed_group,ood_negative_weight,selected_attack_row_id,support_source,in_attack_train_pool,overlaps_attack_val,overlaps_attack_eval
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,4276,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,4317,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,4432,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,4781,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,5264,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,5332,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,5415,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,5763,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,5951,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,6042,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,6278,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,6605,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,44,main_paired_42_46,1.0,6821,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,3169,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,3188,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,3844,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,4178,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,4219,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,4290,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,4869,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,5004,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,5370,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,5418,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,5420,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,5497,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,5694,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,5783,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,6313,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,45,main_paired_42_46,1.0,6480,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,3205,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,3432,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,3717,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,3896,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,4637,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,4732,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,4794,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,4799,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,5049,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,5203,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,5438,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,6835,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,6853,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,6868,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,6874,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,46,main_paired_42_46,1.0,6953,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,2965,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,3019,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,3876,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,4036,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,4456,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,5261,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,5476,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,5504,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,5670,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,5782,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,5806,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,5929,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,6015,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,6693,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,6966,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,47,heldout_support_47_51,1.0,7013,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,2940,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,3066,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,3888,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,3903,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,3971,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,4000,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,4492,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,4517,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,4590,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,4621,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,4854,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,5654,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,5916,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,6456,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,6686,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,48,heldout_support_47_51,1.0,6796,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,3202,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,3427,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,3607,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,4374,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,4467,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,4948,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,5319,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,5541,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,5797,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,5838,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,5916,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,5928,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,6390,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,6683,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,6773,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,49,heldout_support_47_51,1.0,6934,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,4019,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,4052,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,4072,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,4388,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,4410,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,4491,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,4667,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,4772,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,5088,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,5288,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,5308,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,5422,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,5720,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,6189,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,6551,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,50,heldout_support_47_51,1.0,6646,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,3452,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,3786,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,3880,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,4245,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,4693,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,4916,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,4950,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,5427,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,5879,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,5887,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,5988,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,6061,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,6518,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,6697,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,6716,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,16,51,heldout_support_47_51,1.0,7027,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,3172,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,3299,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,3481,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,3544,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,3800,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,4198,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,4210,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,4369,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,4466,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,4670,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,4814,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,4852,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,5026,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,5041,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,5328,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,5346,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,5371,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,5589,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,5639,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,5876,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6051,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6152,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6221,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6248,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6252,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6360,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6493,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6506,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6537,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6851,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6886,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,42,main_paired_42_46,1.0,6946,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,43,main_paired_42_46,1.0,2951,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,43,main_paired_42_46,1.0,2970,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,43,main_paired_42_46,1.0,2983,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,43,main_paired_42_46,1.0,3177,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,43,main_paired_42_46,1.0,3323,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,43,main_paired_42_46,1.0,3364,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,43,main_paired_42_46,1.0,3397,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,43,main_paired_42_46,1.0,3458,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,43,main_paired_42_46,1.0,3472,stage2_high_purity_attack_train_pool,True,False,False
transformer_hidden_plain_lr,transformer_hidden,plain,32,43,main_paired_42_46,1.0,3595,stage2_high_purity_attack_train_pool,True,False,False
