setting,seed,seed_group,evidence_strategy,k,confirmed_attack_count,confirmed_attack_candidate_indices,evidence_uses_final_attack_eval,evidence_uses_final_ood_eval
primary_lowood,45,main_42_46,R1_kcenter_confirmed_attack_validation,4,4,1805;12;201;1522,False,False
primary_lowood,45,main_42_46,R1_kcenter_confirmed_attack_validation,8,8,1805;12;201;1522;200;3905;10;14,False,False
primary_lowood,45,main_42_46,R1_kcenter_confirmed_attack_validation,16,16,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203,False,False
primary_lowood,45,main_42_46,R1_kcenter_confirmed_attack_validation,32,32,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203;3901;344;19;22;204;3403;159;3397;4050;224;394;11;235;177;427;163,False,False
primary_lowood,45,main_42_46,R2_V2_high_V1_low_disagreement_review,4,4,392;375;348;184,False,False
primary_lowood,45,main_42_46,R2_V2_high_V1_low_disagreement_review,8,8,392;375;348;184;347;168;164;169,False,False
primary_lowood,45,main_42_46,R2_V2_high_V1_low_disagreement_review,16,16,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377,False,False
primary_lowood,45,main_42_46,R2_V2_high_V1_low_disagreement_review,32,32,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377;358;365;393;397;376;446;366;2238;380;398;186;185;2149;430;2224;381,False,False
primary_lowood,45,main_42_46,R3_near_threshold_uncertainty_review,4,1,4922;237;5122;5881,False,False
primary_lowood,45,main_42_46,R3_near_threshold_uncertainty_review,8,4,4922;237;5122;5881;261;5866;3680;2189,False,False
primary_lowood,45,main_42_46,R3_near_threshold_uncertainty_review,16,9,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888,False,False
primary_lowood,45,main_42_46,R3_near_threshold_uncertainty_review,32,17,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888;392;5258;4910;446;2218;5878;4920;1995;4358;5588;2057;257;4856;263;5882;235,False,False
primary_lowood,45,main_42_46,R4_representation_shift_high_review,4,4,12;199;13;200,False,False
primary_lowood,45,main_42_46,R4_representation_shift_high_review,8,8,12;199;13;200;348;349;347;168,False,False
primary_lowood,45,main_42_46,R4_representation_shift_high_review,16,16,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346,False,False
primary_lowood,45,main_42_46,R4_representation_shift_high_review,32,32,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346;353;172;354;170;202;631;351;2204;626;598;15;642;11;2199;2237;2222,False,False
primary_lowood,45,main_42_46,R5_hybrid_active_review,4,4,348;2176;392;172,False,False
primary_lowood,45,main_42_46,R5_hybrid_active_review,8,8,348;2176;392;172;375;347;199;2163,False,False
primary_lowood,45,main_42_46,R5_hybrid_active_review,16,16,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200,False,False
primary_lowood,45,main_42_46,R5_hybrid_active_review,32,32,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200;2191;2206;2238;2178;184;2076;170;169;2091;237;239;2165;168;2145;243;241,False,False
primary_lowood,46,main_42_46,R0_random_confirmed_attack_validation,4,4,3235;474;1782;3484,False,False
primary_lowood,46,main_42_46,R0_random_confirmed_attack_validation,8,8,3867;378;473;699;1781;3480;3231;3200,False,False
primary_lowood,46,main_42_46,R0_random_confirmed_attack_validation,16,16,697;3474;273;1400;1964;1777;3693;472;3225;3209;3859;1538;1363;3194;3734;378,False,False
primary_lowood,46,main_42_46,R0_random_confirmed_attack_validation,32,32,938;1956;1770;2892;3441;2308;694;2298;3197;2189;1358;272;2629;1936;471;680;3844;1327;1394;3720;3460;726;2047;2343;1353;376;3212;1532;1492;3679;3181;2128,False,False
primary_lowood,46,main_42_46,R1_kcenter_confirmed_attack_validation,4,4,1805;12;201;1522,False,False
primary_lowood,46,main_42_46,R1_kcenter_confirmed_attack_validation,8,8,1805;12;201;1522;200;3905;10;14,False,False
primary_lowood,46,main_42_46,R1_kcenter_confirmed_attack_validation,16,16,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203,False,False
primary_lowood,46,main_42_46,R1_kcenter_confirmed_attack_validation,32,32,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203;3901;344;19;22;204;3403;159;3397;4050;224;394;11;235;177;427;163,False,False
primary_lowood,46,main_42_46,R2_V2_high_V1_low_disagreement_review,4,4,392;375;348;184,False,False
primary_lowood,46,main_42_46,R2_V2_high_V1_low_disagreement_review,8,8,392;375;348;184;347;168;164;169,False,False
primary_lowood,46,main_42_46,R2_V2_high_V1_low_disagreement_review,16,16,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377,False,False
primary_lowood,46,main_42_46,R2_V2_high_V1_low_disagreement_review,32,32,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377;358;365;393;397;376;446;366;2238;380;398;186;185;2149;430;2224;381,False,False
primary_lowood,46,main_42_46,R3_near_threshold_uncertainty_review,4,1,4922;237;5122;5881,False,False
primary_lowood,46,main_42_46,R3_near_threshold_uncertainty_review,8,4,4922;237;5122;5881;261;5866;3680;2189,False,False
primary_lowood,46,main_42_46,R3_near_threshold_uncertainty_review,16,9,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888,False,False
primary_lowood,46,main_42_46,R3_near_threshold_uncertainty_review,32,17,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888;392;5258;4910;446;2218;5878;4920;1995;4358;5588;2057;257;4856;263;5882;235,False,False
primary_lowood,46,main_42_46,R4_representation_shift_high_review,4,4,12;199;13;200,False,False
primary_lowood,46,main_42_46,R4_representation_shift_high_review,8,8,12;199;13;200;348;349;347;168,False,False
primary_lowood,46,main_42_46,R4_representation_shift_high_review,16,16,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346,False,False
primary_lowood,46,main_42_46,R4_representation_shift_high_review,32,32,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346;353;172;354;170;202;631;351;2204;626;598;15;642;11;2199;2237;2222,False,False
primary_lowood,46,main_42_46,R5_hybrid_active_review,4,4,348;2176;392;172,False,False
primary_lowood,46,main_42_46,R5_hybrid_active_review,8,8,348;2176;392;172;375;347;199;2163,False,False
primary_lowood,46,main_42_46,R5_hybrid_active_review,16,16,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200,False,False
primary_lowood,46,main_42_46,R5_hybrid_active_review,32,32,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200;2191;2206;2238;2178;184;2076;170;169;2091;237;239;2165;168;2145;243;241,False,False
primary_lowood,47,heldout_47_51,R0_random_confirmed_attack_validation,4,4,1641;2217;2696;1215,False,False
primary_lowood,47,heldout_47_51,R0_random_confirmed_attack_validation,8,8,2215;3868;1676;1639;2694;3858;1214;2767,False,False
primary_lowood,47,heldout_47_51,R0_random_confirmed_attack_validation,16,16,3400;1365;129;3496;3352;2760;2762;2210;1700;1636;3860;773;2689;1212;3850;1672,False,False
primary_lowood,47,heldout_47_51,R0_random_confirmed_attack_validation,32,32,1693;2118;897;3210;1218;3845;2202;134;2751;2749;3835;1666;129;3339;770;2678;3387;2040;1160;1540;2966;2883;1650;434;1602;3690;154;1360;3482;1630;1207;3978,False,False
primary_lowood,47,heldout_47_51,R1_kcenter_confirmed_attack_validation,4,4,1805;12;201;1522,False,False
primary_lowood,47,heldout_47_51,R1_kcenter_confirmed_attack_validation,8,8,1805;12;201;1522;200;3905;10;14,False,False
primary_lowood,47,heldout_47_51,R1_kcenter_confirmed_attack_validation,16,16,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203,False,False
primary_lowood,47,heldout_47_51,R1_kcenter_confirmed_attack_validation,32,32,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203;3901;344;19;22;204;3403;159;3397;4050;224;394;11;235;177;427;163,False,False
primary_lowood,47,heldout_47_51,R2_V2_high_V1_low_disagreement_review,4,4,392;375;348;184,False,False
primary_lowood,47,heldout_47_51,R2_V2_high_V1_low_disagreement_review,8,8,392;375;348;184;347;168;164;169,False,False
primary_lowood,47,heldout_47_51,R2_V2_high_V1_low_disagreement_review,16,16,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377,False,False
primary_lowood,47,heldout_47_51,R2_V2_high_V1_low_disagreement_review,32,32,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377;358;365;393;397;376;446;366;2238;380;398;186;185;2149;430;2224;381,False,False
primary_lowood,47,heldout_47_51,R3_near_threshold_uncertainty_review,4,1,4922;237;5122;5881,False,False
primary_lowood,47,heldout_47_51,R3_near_threshold_uncertainty_review,8,4,4922;237;5122;5881;261;5866;3680;2189,False,False
primary_lowood,47,heldout_47_51,R3_near_threshold_uncertainty_review,16,9,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888,False,False
primary_lowood,47,heldout_47_51,R3_near_threshold_uncertainty_review,32,17,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888;392;5258;4910;446;2218;5878;4920;1995;4358;5588;2057;257;4856;263;5882;235,False,False
primary_lowood,47,heldout_47_51,R4_representation_shift_high_review,4,4,12;199;13;200,False,False
primary_lowood,47,heldout_47_51,R4_representation_shift_high_review,8,8,12;199;13;200;348;349;347;168,False,False
primary_lowood,47,heldout_47_51,R4_representation_shift_high_review,16,16,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346,False,False
primary_lowood,47,heldout_47_51,R4_representation_shift_high_review,32,32,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346;353;172;354;170;202;631;351;2204;626;598;15;642;11;2199;2237;2222,False,False
primary_lowood,47,heldout_47_51,R5_hybrid_active_review,4,4,348;2176;392;172,False,False
primary_lowood,47,heldout_47_51,R5_hybrid_active_review,8,8,348;2176;392;172;375;347;199;2163,False,False
primary_lowood,47,heldout_47_51,R5_hybrid_active_review,16,16,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200,False,False
primary_lowood,47,heldout_47_51,R5_hybrid_active_review,32,32,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200;2191;2206;2238;2178;184;2076;170;169;2091;237;239;2165;168;2145;243;241,False,False
primary_lowood,48,heldout_47_51,R0_random_confirmed_attack_validation,4,4,2130;1664;1426;1153,False,False
primary_lowood,48,heldout_47_51,R0_random_confirmed_attack_validation,8,8,1662;2128;1425;2222;2771;1991;2942;1151,False,False
primary_lowood,48,heldout_47_51,R0_random_confirmed_attack_validation,16,16,1219;1988;1832;1659;1142;3705;2124;1172;2765;1736;2218;1149;1422;2052;2936;3349,False,False
primary_lowood,48,heldout_47_51,R0_random_confirmed_attack_validation,32,32,1416;2925;1652;2754;998;2115;1729;1167;3014;2209;2044;2219;4080;1824;3873;3492;2092;2216;992;1214;417;1984;3336;3790;1138;1980;1145;1799;1613;3561;365;3691,False,False
primary_lowood,48,heldout_47_51,R1_kcenter_confirmed_attack_validation,4,4,1805;12;201;1522,False,False
primary_lowood,48,heldout_47_51,R1_kcenter_confirmed_attack_validation,8,8,1805;12;201;1522;200;3905;10;14,False,False
primary_lowood,48,heldout_47_51,R1_kcenter_confirmed_attack_validation,16,16,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203,False,False
primary_lowood,48,heldout_47_51,R1_kcenter_confirmed_attack_validation,32,32,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203;3901;344;19;22;204;3403;159;3397;4050;224;394;11;235;177;427;163,False,False
primary_lowood,48,heldout_47_51,R2_V2_high_V1_low_disagreement_review,4,4,392;375;348;184,False,False
primary_lowood,48,heldout_47_51,R2_V2_high_V1_low_disagreement_review,8,8,392;375;348;184;347;168;164;169,False,False
primary_lowood,48,heldout_47_51,R2_V2_high_V1_low_disagreement_review,16,16,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377,False,False
primary_lowood,48,heldout_47_51,R2_V2_high_V1_low_disagreement_review,32,32,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377;358;365;393;397;376;446;366;2238;380;398;186;185;2149;430;2224;381,False,False
primary_lowood,48,heldout_47_51,R3_near_threshold_uncertainty_review,4,1,4922;237;5122;5881,False,False
primary_lowood,48,heldout_47_51,R3_near_threshold_uncertainty_review,8,4,4922;237;5122;5881;261;5866;3680;2189,False,False
primary_lowood,48,heldout_47_51,R3_near_threshold_uncertainty_review,16,9,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888,False,False
primary_lowood,48,heldout_47_51,R3_near_threshold_uncertainty_review,32,17,4922;237;5122;5881;261;5866;3680;2189;507;239;2014;4119;4909;2176;1431;4888;392;5258;4910;446;2218;5878;4920;1995;4358;5588;2057;257;4856;263;5882;235,False,False
primary_lowood,48,heldout_47_51,R4_representation_shift_high_review,4,4,12;199;13;200,False,False
primary_lowood,48,heldout_47_51,R4_representation_shift_high_review,8,8,12;199;13;200;348;349;347;168,False,False
primary_lowood,48,heldout_47_51,R4_representation_shift_high_review,16,16,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346,False,False
primary_lowood,48,heldout_47_51,R4_representation_shift_high_review,32,32,12;199;13;200;348;349;347;168;350;169;352;164;171;201;14;346;353;172;354;170;202;631;351;2204;626;598;15;642;11;2199;2237;2222,False,False
primary_lowood,48,heldout_47_51,R5_hybrid_active_review,4,4,348;2176;392;172,False,False
primary_lowood,48,heldout_47_51,R5_hybrid_active_review,8,8,348;2176;392;172;375;347;199;2163,False,False
primary_lowood,48,heldout_47_51,R5_hybrid_active_review,16,16,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200,False,False
primary_lowood,48,heldout_47_51,R5_hybrid_active_review,32,32,348;2176;392;172;375;347;199;2163;2149;2134;3725;2224;171;2121;2107;2200;2191;2206;2238;2178;184;2076;170;169;2091;237;239;2165;168;2145;243;241,False,False
primary_lowood,49,heldout_47_51,R0_random_confirmed_attack_validation,4,4,276;3695;399;1009,False,False
primary_lowood,49,heldout_47_51,R0_random_confirmed_attack_validation,8,8,276;1008;864;3454;3692;1942;1820;399,False,False
primary_lowood,49,heldout_47_51,R0_random_confirmed_attack_validation,16,16,3915;862;1217;3447;275;4015;1817;3684;2511;1006;2201;1938;735;1153;632;398,False,False
primary_lowood,49,heldout_47_51,R0_random_confirmed_attack_validation,32,32,1002;1929;1891;4000;2629;3100;1810;1148;274;2192;3900;2117;493;3670;1931;593;732;309;1212;1317;4009;859;153;1874;3691;2502;397;2270;1630;3485;3433;629,False,False
primary_lowood,49,heldout_47_51,R1_kcenter_confirmed_attack_validation,4,4,1805;12;201;1522,False,False
primary_lowood,49,heldout_47_51,R1_kcenter_confirmed_attack_validation,8,8,1805;12;201;1522;200;3905;10;14,False,False
primary_lowood,49,heldout_47_51,R1_kcenter_confirmed_attack_validation,16,16,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203,False,False
primary_lowood,49,heldout_47_51,R1_kcenter_confirmed_attack_validation,32,32,1805;12;201;1522;200;3905;10;14;1947;219;943;3367;1528;13;15;203;3901;344;19;22;204;3403;159;3397;4050;224;394;11;235;177;427;163,False,False
primary_lowood,49,heldout_47_51,R2_V2_high_V1_low_disagreement_review,4,4,392;375;348;184,False,False
primary_lowood,49,heldout_47_51,R2_V2_high_V1_low_disagreement_review,8,8,392;375;348;184;347;168;164;169,False,False
primary_lowood,49,heldout_47_51,R2_V2_high_V1_low_disagreement_review,16,16,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377,False,False
primary_lowood,49,heldout_47_51,R2_V2_high_V1_low_disagreement_review,32,32,392;375;348;184;347;168;164;169;171;165;170;172;362;394;361;377;358;365;393;397;376;446;366;2238;380;398;186;185;2149;430;2224;381,False,False
primary_lowood,49,heldout_47_51,R3_near_threshold_uncertainty_review,4,1,4922;237;5122;5881,False,False
primary_lowood,49,heldout_47_51,R3_near_threshold_uncertainty_review,8,4,4922;237;5122;5881;261;5866;3680;2189,False,False
